Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
28600,94400,238500,42700,82700,44100,93600,158000,42026,126000,91300,6940,413000,18150,122000,112000,38839,82400,4315,564000,38900,7300,236000,30950,12550,52200,57400,233000,123500,35650,267000,32350,48800,72200,21198,5500,79600,194025,28750,7280,7080,326533,46100,250000,150000,185500,11850,36350,153000,51400,49150,72800,175746,71500,44650,309000,1276000,37950,18800,27050,505000,38550,157500,172500,30200,260000,13950,97900,72600,13750,27300,24300,37600,4365,101500,19200,11950,129500,94300,39800,10900,199500,245000,36450,27400,95800,70500,252500,46300,75900,223000,171000,104000,344500,89100,32600,397000,33550,34550
27700,95200,234000,42800,82300,43950,94200,157000,41930,128000,89800,6980,414500,18650,121500,112500,38691,82000,4355,566000,40000,7360,239000,31100,12650,51800,54500,233500,122500,35350,269500,32600,48750,72000,21366,5450,77300,190952,29050,7285,7080,327024,45850,243500,149500,180500,11800,36300,150500,50800,48700,72500,171926,70900,44950,308500,1275000,38550,18600,27150,521000,38350,157500,173000,29900,266000,14150,97600,71700,13950,27500,23900,37050,4295,102000,19200,11900,128500,96100,40050,11000,199500,244000,36200,27800,96600,70800,247000,45950,75700,225000,169500,102500,344000,90200,33000,389000,33500,34150
27750,94400,237000,43250,81700,44700,94100,159500,41738,123500,90900,6910,413500,18650,117000,111000,38004,81400,4240,553000,39000,7350,238000,31950,12500,51800,54900,228000,125000,35550,266500,32250,49050,73200,21324,5470,79700,193147,29600,7360,7100,324078,46050,250000,150500,186500,11850,36100,151500,50600,49650,72600,172881,71400,44350,308500,1271000,38200,18600,26500,535000,38700,156500,174000,30000,262000,13700,97700,73200,14100,27350,23850,36600,4290,104000,19350,12000,132000,96500,39400,10850,202000,246000,35850,27850,96500,72100,257000,46450,76200,223500,173000,107000,334000,89600,32450,391000,32900,34750
27300,92700,235500,42550,81700,44200,91900,158000,41068,120500,92000,6620,413000,18250,115000,108000,37071,80000,4185,551000,39350,7270,235500,31700,12400,51600,54700,220000,123500,35100,262000,31100,47900,73100,20822,5430,78100,189196,29850,7390,7050,314748,46200,248000,152000,184500,11800,35650,150500,52200,49400,71200,167150,70100,44200,301000,1261000,37200,18650,26300,533000,38850,153000,167500,29500,258000,13550,98100,72200,14200,27350,24000,36800,4260,101500,18850,11900,128500,92700,38500,10550,200500,244500,35400,28000,95200,71500,255500,46050,70900,219500,173500,107000,330500,88200,32450,385000,32850,34400
27250,90500,234000,42550,80900,43700,89900,158000,41547,118000,94100,6670,415000,18300,115500,107500,37267,79300,4205,554000,38950,7250,234500,30950,12300,51000,53900,220500,124500,35300,262000,31050,46850,72700,20822,5520,79000,190513,30350,7285,7040,315239,45650,246500,154500,184000,11800,35800,149500,52200,49500,70400,169060,70400,43600,305000,1233000,37600,18750,26000,541000,39000,154000,170000,30350,271000,13800,98200,72300,13950,27300,23650,36700,4230,101000,19050,11900,127500,93100,38250,10850,199000,241500,35200,27900,94800,71400,253000,45100,70200,219000,172000,107000,333000,87000,31750,391000,32850,34750
27650,92300,237000,43300,82700,43750,94300,159000,41260,116500,94700,6780,415500,18250,116000,110000,38593,81400,4315,563000,39800,7360,236000,32000,12450,52000,53700,222500,124500,36400,263500,31350,47600,73500,21198,5630,78500,188757,30700,7200,7140,328988,45950,248000,155000,181000,11750,36550,152000,54500,49650,70800,176224,70900,44200,309500,1213000,37900,19050,26550,556000,39550,156500,169500,30750,272000,14150,98900,73500,13950,27350,24350,37000,4265,102500,18800,12100,130000,92000,38600,10850,201000,244500,35450,28150,95800,73400,256000,45050,72200,221500,178000,109000,335000,87800,32550,399500,33050,34900
27850,92500,233500,44400,85300,43500,93800,160000,41547,119500,96100,6870,424000,18750,116000,111500,38839,81700,4340,564000,40000,7360,242500,32200,12550,53500,54900,225500,125000,36700,267500,31950,48250,73900,21993,5680,78600,193586,30400,7160,7130,323587,44900,249500,158500,182000,11800,36400,151500,57800,50100,71400,175269,71900,43750,317500,1215000,37600,19300,27350,561000,40250,156500,170500,31450,272500,14500,98900,73500,14000,27400,24100,37050,4345,103000,18750,12100,133500,91200,39800,11000,201500,245500,35700,28100,96200,75500,257000,45800,74100,223000,180000,108500,340000,87800,32450,399000,34000,34650
28150,93800,233000,44350,85500,43700,93600,159000,42026,121000,98000,6970,424500,18650,116500,113000,39133,83200,4330,570000,39900,7370,240500,32450,12600,53500,55000,227500,126000,36800,269000,32050,47350,73200,21993,5740,78500,194025,28850,7165,7150,323096,44000,250500,160000,183500,11700,36050,149500,58300,50400,71300,178134,71500,43700,316000,1226000,38250,19300,28050,553000,40200,157500,178500,31450,275000,14550,99100,74400,13900,27500,24750,36750,4380,104000,18850,12250,135500,91200,38250,11250,203500,244500,35450,27850,96400,76400,255500,44950,73600,225500,182500,110000,342000,90100,32350,402000,33150,36000
28350,93000,234000,44100,85200,43600,93800,158000,41930,123500,97600,7010,427500,18650,117500,112500,38937,83000,4305,572000,39900,7500,238000,32700,12750,53700,55000,224000,125500,36900,269000,32350,46900,72800,22578,5710,80000,197976,29650,7270,7230,316713,43700,249500,159500,189000,11700,35900,153500,59000,50500,73100,177656,70500,43800,317500,1233000,38200,19450,28550,549000,40750,155500,173500,31500,270000,14550,99500,74800,13950,27450,24100,37200,4440,104000,18950,12250,135000,92100,38700,11250,202500,243500,35700,28050,95500,76000,257500,45250,74800,226000,183000,110500,342500,90000,32800,398000,33300,35850
27500,92600,224500,43450,83400,43500,90700,159000,41738,120000,95500,7030,425500,18600,115500,111000,38888,81500,4290,570000,39750,7310,236500,31250,12500,52800,52300,220000,124500,35950,265500,31650,45900,72900,21491,5740,79700,197537,29400,7325,7190,312293,43700,246000,159000,185500,11750,35550,152000,59800,49750,71100,178134,69000,43700,319500,1231000,37900,19400,28750,526000,40400,154500,180000,30950,267000,14500,99500,75100,13850,27250,23750,37400,4500,102500,18850,12000,134000,92000,39950,11400,197000,242000,35200,28150,95800,76400,246000,45450,73500,225500,181000,107500,342500,88900,32000,395500,32650,36350
27550,92000,227500,43400,83400,42800,92500,158000,40973,119000,96300,7020,426000,18550,115000,110000,38986,82000,4390,575000,40300,7220,234500,32000,12400,52500,53000,221000,124500,35800,265000,31950,47050,72200,21909,5770,78200,198415,29250,7270,7130,306401,43400,254000,157000,182000,11850,35600,151500,59100,49600,70000,172881,68800,43300,314500,1210000,37750,18850,28700,523000,40050,153500,158000,31400,263000,14400,100500,74500,13900,27250,23950,36750,4425,100500,18800,12150,132500,88700,40150,11350,196500,242000,34850,27250,94300,74700,241500,45200,73600,223000,180500,107500,340000,88800,31800,389500,33000,36000
28200,93900,235000,44300,83200,43700,93200,159500,41547,120500,99300,7120,433000,17200,119000,111000,40214,82000,4395,579000,40350,7300,233000,32400,12550,52600,55100,223000,125500,36200,259500,32450,47600,72900,22118,5780,81300,204560,29400,7325,7260,314257,43550,256000,160500,189000,11850,36050,153500,56800,50700,70600,177179,69000,43600,317500,1227000,38100,19250,29150,534000,40550,153500,162000,31300,269000,14550,100500,75500,13950,27400,24450,37150,4505,102000,18700,12300,133500,92900,40550,11450,198000,244500,35250,27400,95600,75800,244500,45400,74300,226500,182500,108000,346000,92700,32700,398000,31850,35550
28100,89800,236000,44600,81300,42950,92500,157500,41738,119000,99300,7080,432000,16800,118000,109500,40459,82200,4420,581000,40700,7450,234000,32000,12550,51600,55200,223500,123500,36800,254000,32500,48200,71800,22076,5820,83200,202366,29600,7270,7180,312784,43000,238000,161000,188000,11850,35900,152500,59500,50200,70200,177656,69300,43350,317000,1216000,38100,19000,29000,522000,40650,154000,163000,31000,270000,14300,99800,75600,14200,27150,24650,37300,4480,102000,19000,12250,134000,92000,41550,11450,197500,242500,34750,27300,96300,76200,241500,47150,74900,226000,182000,108000,345500,91100,32550,399500,32200,34100
28300,91000,235500,45300,82300,43100,93300,157500,41930,122500,100500,7270,434500,17250,120500,116000,41097,82900,4485,578000,39650,7540,237500,32550,12650,52100,54200,224000,124000,37050,254000,32950,47850,72400,22536,5800,84100,208511,29300,7245,7230,318677,43300,244500,162000,191500,11900,36000,152500,62100,50800,71300,179567,69400,43850,323000,1253000,38700,19000,29250,529000,40950,152000,163500,30450,268500,14500,99400,75100,13900,27200,24800,35000,4595,102500,19000,12250,133000,91600,41200,11550,199500,242000,34900,27000,96000,75600,242000,46050,76400,227000,182000,107000,348500,94000,32850,390000,33450,35350
27900,91900,229000,45000,83600,43250,93200,163000,41930,121000,99900,7260,434000,16800,118000,114000,42276,82900,4470,581000,38650,7440,232000,32200,12600,52900,54500,217500,123500,37500,256000,32700,48000,71800,22536,5830,86700,206316,29600,7235,7200,322114,43200,248500,160000,204500,11850,35350,154000,61500,50200,71200,182432,69100,43300,316500,1249000,38950,18700,29100,540000,40550,151000,165500,30350,268000,14150,99700,74100,14100,27050,24350,34200,4400,103000,18950,12250,137000,92900,38650,11500,200000,243000,34550,26950,96500,75500,247000,44100,74400,220500,189500,109000,344500,92700,32150,404500,33200,35100
26500,91500,225000,45050,83500,42700,93300,165000,42026,121000,99600,7220,435000,16800,118000,115000,43356,83500,4520,575000,38550,7450,232000,32200,12550,53300,51500,217000,123500,37250,256500,32600,49100,72100,21909,5830,87198,213340,29300,7235,7090,325060,43250,243500,159500,207500,11850,35250,153000,62600,50000,70400,187686,68700,43400,317500,1250000,38350,18450,28950,539000,40600,151000,161500,30200,268000,14650,99700,72500,13450,26750,24550,34250,4400,104000,18950,12100,136500,92000,39500,11600,199500,237500,34450,26800,95800,80500,244500,44700,73100,219500,186000,111000,343500,94100,32050,399500,33800,34450
26850,92100,227500,45350,85100,42800,93900,162500,42313,123000,101500,7340,442500,16750,122000,115000,43945,79700,4540,577000,38950,7590,235000,32750,12900,52700,52300,219000,125000,37000,240000,32650,49800,72200,21951,5850,87198,210267,29450,7285,7070,330461,43950,245500,161000,202000,11850,35550,156500,60200,50500,71300,188641,68300,43450,321500,1258000,38500,18550,29150,549000,39700,148500,161500,30350,267500,14550,100500,72800,13550,26550,24500,34200,4450,103500,19000,12200,130500,94100,39900,11800,202000,238000,34950,25250,97300,77100,246500,46000,74600,221000,188500,110000,351000,91800,32800,399500,32150,35850
26300,89200,224500,44400,84700,42500,93100,163500,42121,122500,101000,7280,438000,16600,121500,114000,43945,80400,4610,576000,38650,7420,233000,31650,12850,52300,52000,217000,124000,36850,240000,32250,49700,70900,21658,5780,87398,209828,29550,7400,6960,329479,43200,239000,160500,196000,11850,34700,154000,61300,50000,71000,189596,67100,42800,315000,1260000,38650,18700,29100,539000,39850,146500,164500,31250,268000,13800,102000,72100,13200,26650,24650,34100,4480,104000,18750,12100,130000,92400,39600,11800,204500,236000,34850,25300,96600,74300,242500,47100,73800,220000,187000,112000,344000,91800,31800,401000,32150,32950
25250,85000,219000,42950,83100,42500,91500,157500,42026,121500,101500,7210,432000,16500,118000,114000,43160,79100,4535,568000,38300,7110,231000,30700,12100,51200,49900,213500,124000,36250,235500,31850,49300,70100,20906,5840,85403,198415,29350,7455,6820,328006,42300,230500,160500,196000,11850,34200,154500,60900,49650,67400,190073,67200,42650,309000,1258000,38450,18400,28050,538000,39300,145500,167000,31950,263000,13300,101000,70700,13200,26600,24400,33400,4415,101000,17900,11900,122500,90700,39050,11550,204500,236000,33700,25350,95300,74700,243000,44750,70900,232500,179500,113000,338500,88900,31700,396000,29950,31650
25250,82400,216500,42950,82000,42550,91000,157500,42983,121000,99700,7250,434500,16350,122000,113000,42816,77500,4510,565000,38250,7150,227500,30900,12100,50400,50500,211500,122000,36500,236000,31800,48050,69400,20822,5860,84405,198415,28450,7475,6950,327515,41950,228500,160000,192000,11850,33700,151000,57600,49650,67800,191029,66900,42500,307500,1261000,38000,18250,28150,516000,39300,141500,164000,31350,258500,13650,100000,70600,13450,26500,24750,33550,4395,100000,17800,11800,124500,91800,39300,11600,201500,237000,33600,25450,93700,73400,238000,44350,70000,227000,178000,106000,341500,89900,31500,398500,30300,31050
25700,81600,218000,43000,81500,42300,92700,153500,42313,120000,101500,7250,438500,16150,122500,114500,42816,78400,4520,567000,38850,7170,230000,30850,12100,50400,50900,211000,122500,36700,239500,32000,48850,69100,20446,5860,84305,196659,28200,7410,7010,329479,42450,226500,159000,184000,11850,33800,151000,57500,49900,68200,194849,68500,43150,305000,1247000,36950,18350,28600,519000,39350,138000,154500,31650,256500,13500,101500,70700,13800,26600,25450,33650,4520,97300,17750,11800,123500,90500,38300,11650,204000,234000,33850,25850,94300,72600,238000,44150,69500,227000,183500,105000,344500,88000,31450,397000,31250,31450
26250,82800,221000,43600,83000,42700,91400,153500,42217,126500,102000,7700,439000,16850,128000,117000,43209,75100,4645,564000,38800,7200,228000,30550,12200,51100,51800,212000,122500,37000,233500,32950,47700,69500,20738,5940,71535,199732,27700,7410,7010,328988,42600,226500,162500,161000,11850,34450,154000,57400,50500,69300,196282,69000,44000,300000,1224000,37000,18700,29400,513000,39700,139500,153000,31650,257000,13700,101500,72200,13800,26750,25700,33950,4570,98500,16800,12050,127000,90300,38150,12000,204000,235000,34100,25100,94800,71600,237500,44250,71400,233000,185000,104000,352000,86400,32050,400500,29900,32550
25750,82300,221000,42950,82900,41100,92500,155500,42217,126000,104000,7770,439500,17000,127500,117000,42767,76200,4680,570000,39050,7220,229500,30950,12250,51300,51400,211500,121500,37000,229500,33450,47850,69200,20989,5950,69938,200610,28000,7435,7040,322605,42900,230500,161000,155500,11750,33850,154000,57100,50800,69900,191984,68800,43650,302000,1246000,37600,18850,29900,513000,39900,140000,157000,31350,257000,13800,102000,70900,13800,26850,26000,34100,4625,97400,16750,12100,125500,89600,38400,11950,204500,237000,34250,25250,95700,70900,237000,44800,70900,234000,187500,104500,353500,87100,32450,398000,30100,32600
26150,83300,222500,42850,82900,41650,92600,157500,42600,126500,106000,7790,443500,16950,125500,115000,43994,79900,4680,569000,39950,7260,226000,31100,12300,50900,52400,213000,123500,37250,237000,34450,45550,68800,20655,5950,69340,195342,28250,7440,7150,330952,42800,228500,162000,157000,11850,35350,152500,57300,51100,70600,188163,68200,43550,301500,1254000,37300,19100,30000,523000,40200,140000,152500,31150,251000,13700,104000,71200,13850,26700,25100,34100,4555,95500,16800,12700,127000,91300,35950,11500,201500,235500,34250,25550,95100,69500,237000,41100,69100,233500,192000,105000,353000,87500,32200,383500,30000,32100
26150,83000,226500,43500,80000,41400,94300,156000,42791,126000,105500,7820,439500,16950,124500,113000,42914,79000,4750,575000,40400,7210,226000,31600,12250,50700,52000,223000,122000,37750,231500,35600,45400,68100,20864,5900,69838,199293,28450,7455,7120,318186,44000,228500,163500,158500,11900,36250,148000,57900,50800,70100,188163,69000,43850,298000,1302000,36900,19250,29650,529000,40400,139500,153000,31050,249500,13800,104000,71200,13850,26750,24950,34450,4525,94600,16850,12700,125000,89800,36350,11550,194000,238500,34300,25400,95400,68500,241000,42000,70000,236500,188000,103500,353500,87000,32550,378000,30500,32000
26100,82300,225000,43200,77700,40550,93500,159000,43079,125500,101000,7840,433000,17000,124500,111500,41687,79500,4660,572000,40350,7260,224500,31900,12300,51200,52600,222500,121000,37700,237000,35550,43950,68100,20613,5970,70836,198854,27750,7405,7140,317695,43900,228000,159500,158500,11900,35600,147000,58200,50400,69700,187686,68600,43550,299500,1277000,37250,18950,29250,523000,40000,140000,152500,30900,238500,14200,104000,71100,13800,26850,25400,34350,4565,95000,16750,12600,126000,89400,35850,11450,189500,236000,34450,25500,95100,68000,240000,41600,69700,236000,190500,105500,352000,88600,32350,372500,31150,32150
26700,83400,223000,44850,79100,40600,97600,158500,42696,126000,100500,7960,450500,17500,126000,114000,39772,78300,4690,581000,40800,7240,224500,32400,12450,51200,53500,223000,122000,38100,238000,36000,43450,69600,21366,6010,71235,200171,28100,7505,7250,297562,44100,230500,163500,158000,11950,35950,149000,58300,51200,70300,182910,69400,43400,298500,1275000,38350,18800,29850,524000,40800,136000,154000,31000,242000,14500,104000,71800,13950,26900,25800,34900,4645,92800,16850,12850,128500,89200,36200,11700,191000,238000,34300,25750,97600,62000,241000,42050,70900,241000,194000,105000,355000,90200,33150,344000,31150,32850
26800,84800,224000,43850,77500,40400,96300,157000,42121,124500,98000,7710,442000,17300,121500,112500,39182,77300,4685,583000,40750,7180,224500,32050,12250,50300,53000,220500,122000,37550,242000,35300,43300,70100,21282,5950,69340,197098,27250,7545,7220,293143,43150,229000,160500,153000,11900,35500,147000,57600,50100,69600,173836,69100,42850,298500,1255000,37550,18300,29700,534000,40600,133500,152000,30800,240500,14550,103500,70600,13750,26950,25550,34800,4595,93000,16900,12700,126000,88600,36350,11700,194500,238500,34100,25700,97400,62300,238500,41700,70000,237500,190500,103000,346500,90400,32750,339500,31150,32450
